product_id,product_name,category,material,carbon_footprint_g,water_usage_L,recycled_content_pct,packaging_type,certifications,price_usd,manufacturer_country,eco_score,carbon_footprint_score,recyclability_score,packaging_score,sustainability_index,sustainability_index_normalized,raw_price_usd,product_description
11,Bamboo Bed Sheets,Home Goods,Bamboo,1129,82,20,Glass Jar,None,0.0777997679656043,France,1.9828080229226361,3.8967280163599183,1.9,3.0,2.7438608117847663,58.99619792589752,14.45,Product Name: Bamboo Bed Sheets. Category: Home Goods. Material: Bamboo. Packaging: Glass Jar. Manufactured in: France. Eco Score: 2.0/5. Carbon Footprint Score: 3.9/5. Recyclability Score: 1.9/5. Packaging Score: 3.0/5. Overall Sustainability Index: 59.0/100.
12,Coconut Oil Organic Soap,Personal Care,Coconut Oil,596,458,100,Glass Jar,None,0.07022452740053231,China,0.0,4.441717791411043,3.5,3.0,2.632515337423313,55.93137856615027,13.34,Product Name: Coconut Oil Organic Soap. Category: Personal Care. Material: Coconut Oil. Packaging: Glass Jar. Manufactured in: China. Eco Score: 0.0/5. Carbon Footprint Score: 4.4/5. Recyclability Score: 3.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 55.9/100.
13,Recycled Plastic Solar Powerbank,Electronics,Recycled Plastic,2370,892,92,Paper Box,RoHS,0.7560226574762847,Vietnam,1.7780212371481543,2.627811860940695,3.34,2.0,2.389749929426655,49.249184012918626,113.83,Product Name: Recycled Plastic Solar Powerbank. Category: Electronics. Material: Recycled Plastic. Packaging: Paper Box. Manufactured in: Vietnam. Eco Score: 1.8/5. Carbon Footprint Score: 2.6/5. Recyclability Score: 3.3/5. Packaging Score: 2.0/5. Overall Sustainability Index: 49.2/100.
14,Recycled Plastic Solar Powerbank,Electronics,Recycled Plastic,4032,2778,83,Glass Jar,Energy Star,0.4998976318842558,Brazil,2.30119669644362,0.9284253578732105,4.16,3.0,2.4008866162950495,49.555724837441936,76.3,Product Name: Recycled Plastic Solar Powerbank. Category: Electronics. Material: Recycled Plastic. Packaging: Glass Jar. Manufactured in: Brazil. Eco Score: 2.3/5. Carbon Footprint Score: 0.9/5. Recyclability Score: 4.2/5. Packaging Score: 3.0/5. Overall Sustainability Index: 49.6/100.
15,Coconut Oil Solid Shampoo Bar,Personal Care,Coconut Oil,77,117,95,Recyclable Cardboard,Leaping Bunny,0.03405445983757592,Germany,0.0,4.97239263803681,3.4,3.0,2.771717791411043,59.7629700911096,8.04,Product Name: Coconut Oil Solid Shampoo Bar. Category: Personal Care. Material: Coconut Oil. Packaging: Recyclable Cardboard. Manufactured in: Germany. Eco Score: 0.0/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 59.8/100.
16,Bio-Plastic Solar Powerbank,Electronics,Bio-Plastic,4796,1908,50,Plastic Film,Energy Star,0.34422985054255106,Vietnam,0.5211528737569526,0.14723926380368124,1.0,1.0,0.6005176412681902,0.0,53.49,Product Name: Bio-Plastic Solar Powerbank. Category: Electronics. Material: Bio-Plastic. Packaging: Plastic Film. Manufactured in: Vietnam. Eco Score: 0.5/5. Carbon Footprint Score: 0.1/5. Recyclability Score: 1.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 0.0/100.
17,Ancient Grains Herbal Tea Bag,Food,Ancient Grains,505,420,0,None,None,0.0765713505766737,Vietnam,0.0,4.534764826175869,1.5,5.0,2.660429447852761,56.69972327476926,14.27,Product Name: Ancient Grains Herbal Tea Bag. Category: Food. Material: Ancient Grains. Packaging: None. Manufactured in: Vietnam. Eco Score: 0.0/5. Carbon Footprint Score: 4.5/5. Recyclability Score: 1.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 56.7/100.
18,Bio-Plastic Solar Charger,Electronics,Bio-Plastic,2636,2353,100,Glass Jar,None,0.978775677335699,China,0.0,2.355828220858896,3.5,3.0,2.006748466257669,38.706947735570665,146.47,Product Name: Bio-Plastic Solar Charger. Category: Electronics. Material: Bio-Plastic. Packaging: Glass Jar. Manufactured in: China. Eco Score: 0.0/5. Carbon Footprint Score: 2.4/5. Recyclability Score: 3.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 38.7/100.
19,Organic Canvas Running Shoes,Footwear,Organic Canvas,1751,4152,100,Recyclable Cardboard,GRS,0.27270866034259195,India,1.953817630203944,3.2607361963190185,3.5,3.0,2.864366147956889,62.31314537590568,43.01,Product Name: Organic Canvas Running Shoes. Category: Footwear. Material: Organic Canvas. Packaging: Recyclable Cardboard. Manufactured in: India. Eco Score: 2.0/5. Carbon Footprint Score: 3.3/5. Recyclability Score: 3.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 62.3/100.
20,Ancient Grains Herbal Tea Bag,Food,Ancient Grains,179,62,100,None,USDA Organic,0.08987920562342182,Portugal,1.4878644867689197,4.868098159509203,3.5,5.0,3.6067887938834367,82.7485632624379,16.22,Product Name: Ancient Grains Herbal Tea Bag. Category: Food. Material: Ancient Grains. Packaging: None. Manufactured in: Portugal. Eco Score: 1.5/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 3.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 82.7/100.
21,Fair Trade Coffee Quinoa Pack,Food,Fair Trade Coffee,247,479,0,Recyclable Cardboard,USDA Organic,0.09840988193543983,China,1.3824372155739086,4.798568507157464,1.5,3.0,2.7543017168194117,59.28358713562495,17.47,Product Name: Fair Trade Coffee Quinoa Pack. Category: Food. Material: Fair Trade Coffee. Packaging: Recyclable Cardboard. Manufactured in: China. Eco Score: 1.4/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 59.3/100.
22,Organic Cotton Scarf,Apparel,Organic Cotton,2172,2794,80,Glass Jar,OEKO-TEX,0.5049477922609705,China,2.2971515253665937,2.8302658486707566,3.1,3.0,2.7582252122112054,59.39158258585414,77.04,Product Name: Organic Cotton Scarf. Category: Apparel. Material: Organic Cotton. Packaging: Glass Jar. Manufactured in: China. Eco Score: 2.3/5. Carbon Footprint Score: 2.8/5. Recyclability Score: 3.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 59.4/100.
23,Bio-Plastic Recycled Cables,Electronics,Bio-Plastic,4411,2234,80,Recyclable Cardboard,None,0.2985736709206306,Portugal,0.0,0.5408997955010225,3.1,3.0,1.382269938650307,21.517978968465783,46.8,Product Name: Bio-Plastic Recycled Cables. Category: Electronics. Material: Bio-Plastic. Packaging: Recyclable Cardboard. Manufactured in: Portugal. Eco Score: 0.0/5. Carbon Footprint Score: 0.5/5. Recyclability Score: 3.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 21.5/100.
24,Bamboo Bento Box,Home Goods,Bamboo,350,464,0,Recyclable Cardboard,FSC,0.4665256261516413,France,3.3862295634586213,4.693251533742331,1.5,3.0,3.3238443291602855,74.96042747883355,71.41,Product Name: Bamboo Bento Box. Category: Home Goods. Material: Bamboo. Packaging: Recyclable Cardboard. Manufactured in: France. Eco Score: 3.4/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 75.0/100.
25,Local Fruits Granola Bar,Food,Local Fruits,353,263,100,None,USDA Organic,0.16494915716918035,Germany,1.4370470251137704,4.690184049079755,3.5,5.0,3.5381693222580575,80.85979062664683,27.22,Product Name: Local Fruits Granola Bar. Category: Food. Material: Local Fruits. Packaging: None. Manufactured in: Germany. Eco Score: 1.4/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 3.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 80.9/100.
26,Recycled Plastic Bamboo Keyboard,Electronics,Recycled Plastic,1903,2699,99,None,None,0.49484747150754116,Portugal,1.3211697286364403,3.105316973415133,4.48,5.0,3.223946010615472,72.2106946994981,75.56,Product Name: Recycled Plastic Bamboo Keyboard. Category: Electronics. Material: Recycled Plastic. Packaging: None. Manufactured in: Portugal. Eco Score: 1.3/5. Carbon Footprint Score: 3.1/5. Recyclability Score: 4.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 72.2/100.
27,Recycled Plastic Recycled Cables,Electronics,Recycled Plastic,1753,1996,93,Glass Jar,RoHS,0.7158261106940558,Japan,1.4989044328333052,3.258691206543967,4.36,3.0,2.899278691813182,63.274124175649646,107.94,Product Name: Recycled Plastic Recycled Cables. Category: Electronics. Material: Recycled Plastic. Packaging: Glass Jar. Manufactured in: Japan. Eco Score: 1.5/5. Carbon Footprint Score: 3.3/5. Recyclability Score: 4.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 63.3/100.
28,Glass Bed Sheets,Home Goods,Glass,360,629,20,Plastic Bag,None,0.16078618712891557,France,0.8445137367267824,4.683026584867076,1.4,1.0,2.1382620964781576,42.326901957167046,26.61,Product Name: Glass Bed Sheets. Category: Home Goods. Material: Glass. Packaging: Plastic Bag. Manufactured in: France. Eco Score: 0.8/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 1.4/5. Packaging Score: 1.0/5. Overall Sustainability Index: 42.3/100.
29,Fair Trade Coffee Herbal Tea Bag,Food,Fair Trade Coffee,424,31,100,None,USDA Organic,0.04463249846447826,Portugal,1.495702005730659,4.617586912065439,3.5,5.0,3.5339866753388294,80.74466194874994,9.59,Product Name: Fair Trade Coffee Herbal Tea Bag. Category: Food. Material: Fair Trade Coffee. Packaging: None. Manufactured in: Portugal. Eco Score: 1.5/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 3.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 80.7/100.
30,Coconut Oil Lip Balm,Personal Care,Coconut Oil,333,376,0,Plastic Bag,None,0.09042516890739098,Germany,0.0,4.710633946830266,0.0,1.0,1.6131901840490799,27.874131678887508,16.3,Product Name: Coconut Oil Lip Balm. Category: Personal Care. Material: Coconut Oil. Packaging: Plastic Bag. Manufactured in: Germany. Eco Score: 0.0/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 0.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 27.9/100.
31,Coconut Oil Bamboo Toothbrush,Personal Care,Coconut Oil,221,229,0,Glass Jar,Fair Trade,0.08626219886712619,USA,1.4456430136524523,4.825153374233128,1.5,3.0,2.7812389163656746,60.025042063543786,15.69,Product Name: Coconut Oil Bamboo Toothbrush. Category: Personal Care. Material: Coconut Oil. Packaging: Glass Jar. Manufactured in: USA. Eco Score: 1.4/5. Carbon Footprint Score: 4.8/5. Recyclability Score: 1.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 60.0/100.
32,Vegan Leather Boots,Footwear,Vegan Leather,1296,1301,100,Glass Jar,GRS,0.7742441820787552,India,0.6746165514916569,3.7259713701431494,3.5,3.0,2.620176376490442,55.59174476816163,116.5,Product Name: Vegan Leather Boots. Category: Footwear. Material: Vegan Leather. Packaging: Glass Jar. Manufactured in: India. Eco Score: 0.7/5. Carbon Footprint Score: 3.7/5. Recyclability Score: 3.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 55.6/100.
33,Hemp Scarf,Apparel,Hemp,1984,4327,20,Plastic Film,None,0.42926363202074663,India,0.0,3.0224948875255624,0.4,1.0,1.1867484662576686,16.136188668754283,65.95,Product Name: Hemp Scarf. Category: Apparel. Material: Hemp. Packaging: Plastic Film. Manufactured in: India. Eco Score: 0.0/5. Carbon Footprint Score: 3.0/5. Recyclability Score: 0.4/5. Packaging Score: 1.0/5. Overall Sustainability Index: 16.1/100.
34,Recycled Aluminum Dinner Set,Home Goods,Recycled Aluminum,825,337,89,Compostable Bag,None,0.3680474988057053,Japan,1.9183381088825215,4.207566462167689,4.28,5.0,3.693771371315063,85.14278618709636,56.98,Product Name: Recycled Aluminum Dinner Set. Category: Home Goods. Material: Recycled Aluminum. Packaging: Compostable Bag. Manufactured in: Japan. Eco Score: 1.9/5. Carbon Footprint Score: 4.2/5. Recyclability Score: 4.3/5. Packaging Score: 5.0/5. Overall Sustainability Index: 85.1/100.
35,Glass Cutting Board,Home Goods,Glass,445,225,0,None,FSC,0.311540298914898,France,2.446654306421709,4.5961145194274025,2.5,5.0,3.6128306477547336,82.91486719907931,48.7,Product Name: Glass Cutting Board. Category: Home Goods. Material: Glass. Packaging: None. Manufactured in: France. Eco Score: 2.4/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 2.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 82.9/100.
36,Reclaimed Wood Coffee Mug,Home Goods,Reclaimed Wood,1027,555,80,Compostable Bag,FSC,0.04988739507268136,Japan,2.363222652958031,4.0010224948875255,3.1,5.0,3.529273544353667,80.61493152933963,10.36,Product Name: Reclaimed Wood Coffee Mug. Category: Home Goods. Material: Reclaimed Wood. Packaging: Compostable Bag. Manufactured in: Japan. Eco Score: 2.4/5. Carbon Footprint Score: 4.0/5. Recyclability Score: 3.1/5. Packaging Score: 5.0/5. Overall Sustainability Index: 80.6/100.
37,Organic Oats Dark Chocolate,Food,Organic Oats,403,331,80,Plastic Bag,Fair Trade,0.08046133897495393,Portugal,3.4198550480364065,4.639059304703476,1.6,1.0,2.9376743058219654,64.33097558176517,14.84,Product Name: Organic Oats Dark Chocolate. Category: Food. Material: Organic Oats. Packaging: Plastic Bag. Manufactured in: Portugal. Eco Score: 3.4/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 1.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 64.3/100.
38,Recycled Plastic Eco Phone Case,Electronics,Recycled Plastic,4117,2852,90,Compostable Bag,None,0.18166928274073568,China,1.2824877802123715,0.8415132924335378,4.3,5.0,2.497200321793773,52.20679001017851,29.67,Product Name: Recycled Plastic Eco Phone Case. Category: Electronics. Material: Recycled Plastic. Packaging: Compostable Bag. Manufactured in: China. Eco Score: 1.3/5. Carbon Footprint Score: 0.8/5. Recyclability Score: 4.3/5. Packaging Score: 5.0/5. Overall Sustainability Index: 52.2/100.
39,Ancient Grains Dark Chocolate,Food,Ancient Grains,399,56,0,None,USDA Organic,0.12857435337473555,India,1.4893814259228046,4.643149284253579,1.5,5.0,3.139759213052915,69.89342649902089,21.89,Product Name: Ancient Grains Dark Chocolate. Category: Food. Material: Ancient Grains. Packaging: None. Manufactured in: India. Eco Score: 1.5/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 1.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 69.9/100.
40,Organic Aloe Bamboo Toothbrush,Personal Care,Organic Aloe,169,328,95,Glass Jar,Leaping Bunny,0.07957414863850407,Portugal,1.920613517613349,4.878323108384458,3.4,3.0,3.3196809877993423,74.84583019252776,14.71,Product Name: Organic Aloe Bamboo Toothbrush. Category: Personal Care. Material: Organic Aloe. Packaging: Glass Jar. Manufactured in: Portugal. Eco Score: 1.9/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 3.4/5. Packaging Score: 3.0/5. Overall Sustainability Index: 74.8/100.
41,Clay Bath Towel,Home Goods,Clay,1212,690,0,Compostable Bag,FSC,0.130212243226643,Vietnam,1.3290915219956176,3.811860940695296,1.5,5.0,2.8422857388072744,61.70537513808534,22.13,Product Name: Clay Bath Towel. Category: Home Goods. Material: Clay. Packaging: Compostable Bag. Manufactured in: Vietnam. Eco Score: 1.3/5. Carbon Footprint Score: 3.8/5. Recyclability Score: 1.5/5. Packaging Score: 5.0/5. Overall Sustainability Index: 61.7/100.
42,Recycled Aluminum Coffee Mug,Home Goods,Recycled Aluminum,1096,321,84,Plastic Bag,FSC,0.29427421005937354,Japan,3.4223832799595484,3.930470347648262,2.6799999999999997,1.0,2.9418560882823432,64.4460804651591,46.17,Product Name: Recycled Aluminum Coffee Mug. Category: Home Goods. Material: Recycled Aluminum. Packaging: Plastic Bag. Manufactured in: Japan. Eco Score: 3.4/5. Carbon Footprint Score: 3.9/5. Recyclability Score: 2.7/5. Packaging Score: 1.0/5. Overall Sustainability Index: 64.4/100.
43,Natural Latex Slippers,Footwear,Natural Latex,1796,3744,0,Plastic Film,None,0.32655428922404967,Kenya,0.0,3.214723926380368,0.0,1.0,1.1644171779141104,15.521512901859092,50.9,Product Name: Natural Latex Slippers. Category: Footwear. Material: Natural Latex. Packaging: Plastic Film. Manufactured in: Kenya. Eco Score: 0.0/5. Carbon Footprint Score: 3.2/5. Recyclability Score: 0.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 15.5/100.
44,Organic Wool Jacket,Apparel,Organic Wool,1711,3265,95,Plastic Bag,Fair Trade,0.6285402306694875,India,2.678071801786617,3.3016359918200413,1.9,1.0,2.3739123380819978,48.81324930750527,95.15,Product Name: Organic Wool Jacket. Category: Apparel. Material: Organic Wool. Packaging: Plastic Bag. Manufactured in: India. Eco Score: 2.7/5. Carbon Footprint Score: 3.3/5. Recyclability Score: 1.9/5. Packaging Score: 1.0/5. Overall Sustainability Index: 48.8/100.
45,Organic Oats Dried Fruit Mix,Food,Organic Oats,571,255,0,Plastic Bag,Fair Trade,0.11669965194840645,India,3.439069610652284,4.467280163599182,0.0,1.0,2.57190493227544,54.26305801549811,20.15,Product Name: Organic Oats Dried Fruit Mix. Category: Food. Material: Organic Oats. Packaging: Plastic Bag. Manufactured in: India. Eco Score: 3.4/5. Carbon Footprint Score: 4.5/5. Recyclability Score: 0.0/5. Packaging Score: 1.0/5. Overall Sustainability Index: 54.3/100.
46,Glass Coffee Mug,Home Goods,Glass,715,65,80,Recyclable Cardboard,Fair Trade,0.08114379307991539,USA,2.487106017191977,4.320040899795501,4.1,3.0,3.4621440750962433,78.76717167947065,14.94,Product Name: Glass Coffee Mug. Category: Home Goods. Material: Glass. Packaging: Recyclable Cardboard. Manufactured in: USA. Eco Score: 2.5/5. Carbon Footprint Score: 4.3/5. Recyclability Score: 4.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 78.8/100.
47,Hemp Jacket,Apparel,Hemp,1489,4746,50,Recyclable Cardboard,Fair Trade,0.5425510134443459,Japan,1.3036406539693242,3.5286298568507157,2.5,3.0,2.549681153246012,53.65134147644033,82.55,Product Name: Hemp Jacket. Category: Apparel. Material: Hemp. Packaging: Recyclable Cardboard. Manufactured in: Japan. Eco Score: 1.3/5. Carbon Footprint Score: 3.5/5. Recyclability Score: 2.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 53.7/100.
48,Aluminum Solar Charger,Electronics,Aluminum,2691,1566,0,Paper Box,None,0.3167951955231011,USA,0.0,2.29959100204499,1.5,2.0,1.389877300613497,21.72737400993557,49.47,Product Name: Aluminum Solar Charger. Category: Electronics. Material: Aluminum. Packaging: Paper Box. Manufactured in: USA. Eco Score: 0.0/5. Carbon Footprint Score: 2.3/5. Recyclability Score: 1.5/5. Packaging Score: 2.0/5. Overall Sustainability Index: 21.7/100.
49,Organic Canvas Slippers,Footwear,Organic Canvas,1526,3896,20,Paper Box,None,0.5514229168088446,Germany,1.0185403674363727,3.4907975460122698,0.9,2.0,1.9328013740345926,36.67153065964542,83.85,Product Name: Organic Canvas Slippers. Category: Footwear. Material: Organic Canvas. Packaging: Paper Box. Manufactured in: Germany. Eco Score: 1.0/5. Carbon Footprint Score: 3.5/5. Recyclability Score: 0.9/5. Packaging Score: 2.0/5. Overall Sustainability Index: 36.7/100.
50,Glass Reusable Straws,Home Goods,Glass,1419,875,80,Plastic Bag,Fair Trade,0.3802634272845152,Portugal,2.282319231417495,3.6002044989775053,2.6,1.0,2.4847571191185005,51.86428692529663,58.77,Product Name: Glass Reusable Straws. Category: Home Goods. Material: Glass. Packaging: Plastic Bag. Manufactured in: Portugal. Eco Score: 2.3/5. Carbon Footprint Score: 3.6/5. Recyclability Score: 2.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 51.9/100.
51,Shea Butter Reusable Makeup Pads,Personal Care,Shea Butter,443,366,95,None,USDA Organic,0.13799222002320344,France,1.4110062363054103,4.598159509202454,3.4,5.0,3.4827497236523595,79.33434866602624,23.27,Product Name: Shea Butter Reusable Makeup Pads. Category: Personal Care. Material: Shea Butter. Packaging: None. Manufactured in: France. Eco Score: 1.4/5. Carbon Footprint Score: 4.6/5. Recyclability Score: 3.4/5. Packaging Score: 5.0/5. Overall Sustainability Index: 79.3/100.
52,Linen Activewear Pants,Apparel,Linen,895,2687,80,Glass Jar,GRS,0.7029277281102846,USA,1.3242036069442102,4.1359918200409,3.1,3.0,2.858058628095533,62.13952889895468,106.05,Product Name: Linen Activewear Pants. Category: Apparel. Material: Linen. Packaging: Glass Jar. Manufactured in: USA. Eco Score: 1.3/5. Carbon Footprint Score: 4.1/5. Recyclability Score: 3.1/5. Packaging Score: 3.0/5. Overall Sustainability Index: 62.1/100.
53,Organic Oats Granola Bar,Food,Organic Oats,322,378,95,Plastic Film,USDA Organic,0.09274551286425987,Vietnam,3.4079723579976404,4.721881390593047,1.9,1.0,3.018956124577206,66.5682833227861,16.64,Product Name: Organic Oats Granola Bar. Category: Food. Material: Organic Oats. Packaging: Plastic Film. Manufactured in: Vietnam. Eco Score: 3.4/5. Carbon Footprint Score: 4.7/5. Recyclability Score: 1.9/5. Packaging Score: 1.0/5. Overall Sustainability Index: 66.6/100.
54,Natural Latex Sandals,Footwear,Natural Latex,1195,5171,100,Recyclable Cardboard,None,0.33590391046202145,USA,0.0,3.829243353783231,3.5,3.0,2.4487730061349695,50.873812846779096,52.27,Product Name: Natural Latex Sandals. Category: Footwear. Material: Natural Latex. Packaging: Recyclable Cardboard. Manufactured in: USA. Eco Score: 0.0/5. Carbon Footprint Score: 3.8/5. Recyclability Score: 3.5/5. Packaging Score: 3.0/5. Overall Sustainability Index: 50.9/100.
55,Fair Trade Coffee Quinoa Pack,Food,Fair Trade Coffee,148,405,80,Compostable Bag,None,0.06019245205759913,India,0.0,4.899795501022495,3.1,5.0,3.0899386503067485,68.52209976936611,11.87,Product Name: Fair Trade Coffee Quinoa Pack. Category: Food. Material: Fair Trade Coffee. Packaging: Compostable Bag. Manufactured in: India. Eco Score: 0.0/5. Carbon Footprint Score: 4.9/5. Recyclability Score: 3.1/5. Packaging Score: 5.0/5. Overall Sustainability Index: 68.5/100.
56,Ancient Grains Quinoa Pack,Food,Ancient Grains,91,195,80,Plastic Film,USDA Organic,0.01023681157442162,Vietnam,1.4542390021911342,4.958077709611452,1.6,1.0,2.443695013540776,50.734039496307616,4.55,Product Name: Ancient Grains Quinoa Pack. Category: Food. Material: Ancient Grains. Packaging: Plastic Film. Manufactured in: Vietnam. Eco Score: 1.5/5. Carbon Footprint Score: 5.0/5. Recyclability Score: 1.6/5. Packaging Score: 1.0/5. Overall Sustainability Index: 50.7/100.
